Hardware,Model,Accuracy,F1 Score,PR-AUC,Fraud Recall,Train PR-AUC,Val PR-AUC
CPU,XGBoost,0.9444765124652978,0.5790497360377883,0.9643496391141317,0.4111670119364704,0.9999908809999719,0.9999597740518659
